SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF12_342,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,30,HP.HF,155,116.9,132,460,NA,NA,NA,NA,20.8,23.7,SC,,,,,387.1698786,0.177929855,0.202737382,0.028331694,19
KIF12_353,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,25,LP.MF,330,257,286,520,NA,NA,NA,NA,39,49.2,SC,empty stomach,,,,1507.021996,0.151750973,0.191439689,0.022816727,19
KIF12_354,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,25,LP.MF,332,261,284,409,NA,NA,NA,NA,40,50.9,LW,empty stomach,,,,1599.070661,0.153256705,0.195019157,0.023473975,12
KIF12_363,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,176,140,152,64.9,NA,NA,NA,NA,21.3,24,SC,mushed crustaceans,,,,401.4955411,0.152142857,0.171428571,0.020484466,19
KIF12_364,Mullidae,Perciformes,Parupeneus,insularis,PA.INSU,BI,38,LP.MF,154.8,117,133.6,45,NA,NA,NA,NA,19.5,21.9,LW,,,,,335.4042857,0.166666667,0.187179487,0.024501738,12
KIF11_213,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,278,217,239,268,NA,NA,NA,NA,23.5,20.1,RT/SC,nothing identifiable: pinkish crustacean goop,,,,370.9828225,0.108294931,0.092626728,0.007878333,18
KIF11_214,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,188,145,163,66,NA,NA,NA,NA,13.5,15.2,RT/SC,small amount of yellowish snot,,,,161.1637031,0.093103448,0.104827586,0.007665337,18
KIF11_215,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,183,142,156,63,NA,NA,NA,NA,18,16.5,RT/SC,small amount of yellowish snot,,,,233.2632545,0.126760563,0.116197183,0.011568303,18
KIF11_216,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,185,142,157,63.4,NA,NA,NA,NA,18,18,RT/SC,small amount of yellowish snot,,,,254.4690049,0.126760563,0.126760563,0.012619967,18
KIF11_249,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,240,185,205,194.7,NA,NA,NA,NA,23,20.6,RT/SC,snot,,,,372.1216498,0.124324324,0.111351351,0.010872802,18
KIF11_251,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,185,140,154,67.1,NA,NA,NA,NA,19,20.4,RT/SC,snot,,,,304.4203281,0.135714286,0.145714286,0.015531649,18
KIF11_253,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,187,148,156,66,NA,NA,NA,NA,16,15,RT/SC,snot,,,,188.4955592,0.108108108,0.101351351,0.008605531,18
KIF11_404,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,16,LP.LF,173,136,146,55.5,NA,NA,NA,NA,18.7,17,RT/SC,snot with orange flecks,,,,249.6780761,0.1375,0.125,0.013499031,18
KIF11_405,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,2,LP.MF,298,237,255,346.1,NA,NA,NA,NA,24.4,22.7,RT/SC,snot and tiny crustaceans,,,,435.0163347,0.102953586,0.095780591,0.007744776,18
KIF11_406,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,2,LP.MF,342,270,291,470.5,NA,NA,NA,NA,25.8,28.2,RT/SC,crustacean mush,,no tag in photo,no tag in photo,571.4242878,0.095555556,0.104444444,0.007838468,18
KIF11_416,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,24,LP.MF,285,226,248,290.5,NA,NA,NA,NA,23.8,20.8,RT/SC,snot with orange flecks,,,,388.8035068,0.105309735,0.092035398,0.007612254,18
KIF11_469,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,11,LP.LF,300,240,258,361.4,NA,NA,NA,NA,25.2,24.1,RT/SC,snot and eyeballs,,,,476.9880126,0.105,0.100416667,0.008281042,18
KIF11_470,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,11,LP.LF,290,225,239,283.5,NA,NA,NA,NA,22.4,24.4,RT/SC,empty,,,,429.2672202,0.099555556,0.108444444,0.008479352,18
KIF11_471,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,11,LP.LF,300,238,257,313.5,NA,NA,NA,NA,26.2,22.2,RT/SC,snot,,,,456.8189878,0.110084034,0.093277311,0.008064737,18
KIF11_472,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,11,LP.LF,301,246,258,353,NA,NA,NA,NA,23.5,26.8,RT/SC,fish scales and zooplankton snot,,,,494.6437633,0.095528455,0.108943089,0.008173768,18
KIF11_473,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,11,LP.LF,292,232,255,321.5,NA,NA,NA,NA,22.2,20.2,RT/SC,zooplankton,,,,352.2039524,0.095689655,0.087068966,0.006543623,18
KIF12_112,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,2,LP.MF,290,229,252,270,NA,NA,NA,NA,23.7,21.5,SC,gritty & slimy; orange & white,NA,,,400.1996342,0.10349345,0.093886463,0.007631426,19
KIF12_325,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,303,244,265,390,NA,NA,NA,NA,27.7,31.2,LW,1 crab, bunch of brown goop,,,678.7725087,0.11352459,0.127868852,0.011401043,12
KIF12_327,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,300,240,260,310,NA,NA,NA,NA,25.3,30.4,SC,mush w. crustacean bits,,,,604.0654354,0.105416667,0.126666667,0.010487247,19
KIF12_331,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,284,228,244,300,NA,NA,NA,NA,26.9,27,LW,brown mush,,,,570.4346861,0.117982456,0.118421053,0.010973274,12
KIF12_332,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,264,210,222,260,NA,NA,NA,NA,17.7,21.5,RT,orange mush, crustacean eyeballs,,,298.8832711,0.084285714,0.102380952,0.006777398,14
KIF12_368,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,284,220,248,280,NA,NA,NA,NA,31.9,27.8,AB,invertebrate goop,,,,696.5067993,0.145,0.126363636,0.014390636,2
KIF12_369,Caesionidae,Perciformes,Caesio,teres,CA.TERE,ZP,15,LP.LF,280,215,245,285,NA,NA,NA,NA,26.4,27.7,LW,brown mush,,,,574.3459689,0.122790698,0.128837209,0.012425007,12
